T,GHI_PC,WS_PC,TEM_PC,GHI_SA,WS_SA,TEM_SA
6821,0,0.7,23.9,0,0.4,27.2
6822,0,0.7,23.9,0,0.1,27.2
6823,74,1.3,25,0,1,27.2
6824,315,1.4,26.1,78,2,27.4
6825,411,1.5,27.1,288,2.8,27.5
6826,413,1.6,27.9,354,3.1,27.5
6827,753,1.6,28.3,328,3,27.5
6828,977,1.4,28.6,428,2.8,27.3
6829,967,0.8,29.2,813,2.6,27.2
6830,875,0.4,29.7,769,2.4,26.9
6831,714,0.8,29.7,702,2.2,26.8
6832,496,0.7,29.3,549,2.2,26.7
6833,248,0.5,28.8,165,2.5,26.7
6834,21,0.5,27.4,79,3.1,26.9
6835,0,0.6,26.4,12,3.6,27.1
6836,0,0.7,25.8,0,4.1,27.3
6837,0,0.7,25.3,0,4.4,27.5
6838,0,0.8,25,0,4.6,27.7
6839,0,0.8,24.7,0,4.3,27.8
6840,0,0.8,24.5,0,3.5,27.8
6841,0,0.8,24.4,0,2.5,27.8
6842,0,0.8,24.2,0,1.7,27.7
6843,0,0.8,24.1,0,1.6,27.8
6844,0,0.7,23.9,0,1.9,27.8
6845,0,0.8,23.8,0,2.1,27.8
6846,0,0.8,23.8,0,2.2,27.8
6847,70,1.4,24.9,0,2.3,27.7
6848,354,1.6,26.1,62,2.2,27.7
6849,593,1.8,27.2,78,2,27.6
6850,791,1.9,28.2,290,1.8,27.6
6851,929,1.8,29.1,525,1.7,27.7
6852,989,1.7,29.8,595,1.7,27.8
6853,969,1.5,30.1,278,1.9,27.9
6854,867,1.4,30.1,323,2.1,28
6855,703,1.3,29.9,287,2.5,28.1
6856,297,1.2,29.5,221,2.6,28.2
6857,189,1.1,28.7,332,2.6,28.3
6858,26,0.8,27.2,105,2.4,28.3
6859,0,0.9,26.4,9,2.3,28.3
6860,0,0.9,26,0,2.3,28.4
6861,0,1,25.6,0,2.3,28.5
6862,0,1,25.2,0,2.4,28.5
6863,0,1.1,24.7,0,2.5,28.4
6864,0,1.1,24.3,0,2.4,28.4
6865,0,1.2,23.9,0,2.4,28.3
6866,0,1.2,23.5,0,2.3,28.2
6867,0,1.1,23.1,0,2.4,28.2
6868,0,0.9,22.9,0,2.5,28.1
6869,0,0.9,22.7,0,2.7,28.1
6870,0,1,22.7,0,2.9,28
6871,124,1.6,24,0,3.2,28
6872,372,1.8,26,60,3.4,28
6873,613,1.8,27.7,170,3.8,28
6874,810,1.7,29,34,4.3,28
6875,938,1.5,30,158,4.6,28.1
6876,998,1.3,30.7,80,4.9,28.1
6877,977,1.2,30.9,536,5,28
6878,876,1,30.8,631,5,28
6879,708,0.9,30.5,615,4.9,27.9
6880,472,0.7,30.1,586,4.9,27.8
6881,206,0.7,29.2,165,5.1,27.7
6882,15,0.5,27.8,93,5.4,27.7
6883,0,0.5,27.1,9,5.6,27.8
6884,0,0.6,26.7,0,5.7,27.8
6885,0,0.6,26.3,0,5.6,27.9
6886,0,0.6,25.9,0,5.3,28
6887,0,0.5,25.6,0,4.7,28.1
6888,0,0.4,25.2,0,4.1,28.1
6889,0,0.4,25,0,3.3,28
6890,0,0.4,24.7,0,2.7,28
6891,0,0.4,24.5,0,2,27.9
6892,0,0.5,24.4,0,1.1,27.8
6893,0,0.5,24.4,0,0.5,27.8
6894,0,0.6,24.4,0,1.7,27.9
6895,31,0.9,24.9,0,2.7,28
6896,136,1.2,25.3,21,3.2,28.1
6897,298,1.5,25.7,103,3.5,28.1
6898,567,1.8,26.1,467,3.7,28.1
6899,659,1.9,26.3,674,3.8,28.1
6900,693,1.7,26.5,878,3.7,28.1
6901,811,1.4,26.7,258,3.6,28.1
6902,860,1,26.7,396,3.4,28.2
6903,698,0.7,26.6,812,3.2,28.2
6904,323,0.5,26.4,595,3,28.2
6905,32,0.2,26.1,454,2.8,28.2
6906,4,0.1,25.5,197,2.7,28.2
6907,0,0.5,24.8,17,2.6,28.3
6908,0,0.6,24.3,0,2.5,28.3
6909,0,0.6,24,0,2.5,28.4
6910,0,0.7,23.7,0,2.3,28.4
6911,0,0.7,23.5,0,2.3,28.4
6912,0,0.7,23.3,0,2.2,28.3
6913,0,0.7,23.1,0,2.2,28.2
6914,0,0.7,23,0,2.2,28.1
6915,0,0.6,22.9,0,2.3,28
6916,0,0.6,22.8,0,2.5,28
6917,0,0.6,22.7,0,2.7,28
6918,0,0.6,22.7,0,3,28.1
6919,69,0.9,23.8,0,3.4,28.2
6920,338,0.9,24.8,121,3.7,28.3
6921,574,1,25.8,362,3.9,28.4
6922,361,1.2,26.3,594,4.1,28.6
6923,391,1.5,26.5,760,4.2,28.7
6924,349,1.6,26.5,910,4.3,28.8
6925,543,1.8,26.4,707,4.2,28.8
6926,754,1.7,26.4,935,4.2,28.8
6927,532,1.6,26.4,836,4.1,28.9
6928,480,1.3,26.3,669,4.1,28.9
6929,233,0.8,25.9,429,4,29
6930,14,0.3,24.9,211,3.9,29
6931,0,0.2,24.6,16,3.9,29.1
6932,0,0.1,24.5,0,3.9,29.1
6933,0,0.3,24.1,0,3.9,29.1
6934,0,0.4,23.8,0,3.9,29.2
6935,0,0.5,23.5,0,3.9,29.1
6936,0,0.6,23.2,0,3.8,29.1
6937,0,0.6,22.9,0,3.7,29
6938,0,0.6,22.7,0,3.6,28.9
6939,0,0.6,22.5,0,3.4,28.8
6940,0,0.6,22.2,0,3.3,28.8
6941,0,0.7,21.7,0,3.3,28.7
6942,0,0.7,21.5,0,3.2,28.7
6943,78,1.3,23.2,0,3.2,28.7
6944,201,1.1,25.1,114,3.1,28.7
6945,599,0.8,27.3,317,3.1,28.7
6946,795,0.9,28.9,566,3,28.7
6947,930,0.8,30,747,3,28.8
6948,948,0.6,30.8,890,2.9,28.8
6949,874,0.4,31.2,913,2.7,28.9
6950,870,0.2,31.3,752,2.6,28.9
6951,703,0.2,31.1,818,2.5,29
6952,364,0.3,30.6,612,2.5,29.1
6953,190,0.4,29.9,90,2.6,29.1
6954,26,0.5,28.5,164,2.8,28.9
6955,0,0.5,27.5,13,3,28.8
6956,0,0.5,27,0,3.1,28.8
6957,0,0.6,26.6,0,3,28.8
6958,0,0.6,26.2,0,3,28.7
6959,0,0.6,25.8,0,2.9,28.7
6960,0,0.7,25.4,0,3,28.7
6961,0,0.7,25.1,0,3.2,28.7
6962,0,0.7,24.9,0,3.2,28.7
6963,0,0.7,24.7,0,3.4,28.7
6964,0,0.7,24.5,0,3.4,28.7
6965,0,0.8,24.2,0,3.4,28.7
6966,0,0.8,24.1,0,3.5,28.7
6967,116,1.1,24.8,0,3.5,28.7
6968,344,1.2,25.7,13,3.6,28.7
6969,583,1.3,26.9,299,3.7,28.7
6970,671,1.6,27.9,60,3.7,28.7
6971,921,1.7,28.7,124,3.7,28.8
6972,895,1.8,29.2,777,3.6,28.8
6973,845,1.8,29.4,664,3.5,28.8
6974,691,1.8,29.4,884,3.4,28.7
6975,449,1.7,29.1,786,3.2,28.6
6976,111,1.3,28.5,659,2.7,28.5
6977,99,1,27.8,445,2.1,28.4
6978,12,0.8,26.5,118,1.4,28.4
6979,0,1,25.9,15,0.7,28.3
6980,0,1.1,25.6,0,0.8,28.4
6981,0,1.1,25.3,0,1.4,28.5
6982,0,1.2,25.1,0,2,28.6
6983,0,1.2,24.8,0,2.4,28.6
6984,0,1,24.5,0,2.8,28.6
6985,0,0.8,24.2,0,3,28.5
6986,0,0.8,24,0,3.3,28.5
6987,0,0.8,23.9,0,3.4,28.4
6988,0,0.8,23.8,0,3.5,28.4
6989,0,0.9,23.7,0,3.6,28.3
6990,0,0.9,23.6,0,3.7,28.3
6991,28,1.2,24.2,0,3.7,28.3
6992,230,1.2,25.1,76,3.7,28.3
6993,377,1.3,26.1,335,3.7,28.3
6994,562,1.2,27.1,485,3.6,28.4
6995,704,0.8,28.1,285,3.6,28.4
6996,717,0.4,28.9,784,3.4,28.5
6997,546,0.4,29.2,788,3.2,28.5
6998,863,0.7,29.1,562,2.9,28.4
6999,696,0.9,28.6,637,2.8,28.4
7000,283,0.9,28,585,2.7,28.5
7001,190,0.8,27.2,353,2.9,28.5
7002,20,0.5,26.2,161,3.3,28.5
7003,0,0.5,25.7,9,3.8,28.6
7004,0,0.5,25.5,0,4.3,28.7
7005,0,0.4,25.3,0,4.9,28.8
7006,0,0.4,25.1,0,5.3,28.9
7007,0,0.5,24.9,0,5.5,28.9
7008,0,0.5,24.6,0,5.5,28.9
7009,0,0.5,24.3,0,5.5,28.8
7010,0,0.6,24,0,5.5,28.8
7011,0,0.5,23.8,0,5.5,28.7
7012,0,0.4,23.7,0,5.4,28.6
7013,0,0.3,23.7,0,5.4,28.5
7014,0,0.2,23.8,0,5.4,28.4
7015,7,0.1,24.5,0,5.4,28.3
7016,56,0.6,25.6,112,5.5,28.3
7017,350,1,26.2,348,5.4,28.3
7018,458,1.3,26.6,535,5.4,28.4
7019,506,1.3,27,699,5.4,28.4
7020,646,1.3,27.4,746,5.4,28.4
7021,706,1.2,27.5,891,5.3,28.5
7022,594,1.1,27.5,892,5.3,28.5
7023,494,1,27.3,706,5.3,28.4
7024,347,0.8,27,554,5.4,28.4
7025,227,0.6,26.6,315,5.3,28.4
7026,21,0.5,25.8,79,5.2,28.4
7027,0,0.6,25.3,9,5.2,28.4
7028,0,0.7,25,0,5.2,28.5
7029,0,0.7,24.8,0,5.3,28.6
7030,0,0.7,24.7,0,5.4,28.7
7031,0,0.7,24.5,0,5.4,28.7
7032,0,0.6,24.2,0,5.4,28.7
7033,0,0.6,23.8,0,5.4,28.6
7034,0,0.6,23.5,0,5.2,28.5
7035,0,0.6,23.3,0,5.1,28.4
7036,0,0.6,23.2,0,4.9,28.3
7037,0,0.6,23,0,4.6,28.3
7038,0,0.6,23,0,4.4,28.3
7039,121,1,24.3,0,4.2,28.3
7040,364,1.2,25.9,65,4.2,28.3
7041,601,1.5,27.5,204,4.3,28.4
7042,740,1.5,28.8,406,4.3,28.4
7043,921,1.3,29.6,91,4.2,28.4
7044,979,1.2,30.1,211,4.1,28.3
7045,957,1.2,30.2,100,3.9,28.3
7046,854,1.1,30.1,302,3.7,28.3
7047,688,1.1,29.6,70,3.5,28.2
7048,249,0.9,29.1,66,3.3,28.2
7049,31,0.9,28.2,100,3,28.3
7050,5,0.6,27,16,2.7,28.3
7051,0,0.6,26.3,2,2.3,28.4
7052,0,0.7,25.8,0,1.9,28.4
7053,0,0.7,25.5,0,1.3,28.5
7054,0,0.7,25.2,0,0.9,28.5
7055,0,0.7,24.9,0,0.7,28.5
7056,0,0.8,24.7,0,0.8,28.4
7057,0,0.8,24.5,0,1,28.3
7058,0,0.7,24.3,0,1.4,28.3
7059,0,0.7,24.2,0,1.7,28.2
7060,0,0.8,24.1,0,2,28.2
7061,0,0.9,24.1,0,2.2,28.2
7062,0,1,24.1,0,2.5,28.2
7063,91,1.6,24.6,0,2.8,28.3
7064,329,2,25,108,3,28.3
7065,480,2.4,25.7,338,3.3,28.4
7066,780,2.7,26.7,565,3.6,28.4
7067,926,2.7,27.8,753,3.8,28.4
7068,988,2.5,28.6,878,3.9,28.4
7069,970,2.1,29.2,616,3.9,28.4
7070,869,1.7,29.4,908,4,28.3
7071,701,1.3,29.3,810,4.2,28.3
7072,481,1,29.1,522,4.4,28.3
7073,228,0.9,28.5,94,4.5,28.2
7074,18,0.6,27.2,61,4.4,28.3
7075,0,0.7,26.6,3,3.8,28.3
7076,0,0.8,26.2,0,3.1,28.3
7077,0,0.8,25.7,0,2.4,28.3
7078,0,0.8,25.2,0,1.9,28.2
7079,0,0.7,24.9,0,1.2,28.1
7080,0,0.7,24.6,0,0.3,28
7081,0,0.7,24.3,0,0.6,27.9
7082,0,0.6,23.9,0,1.4,27.8
7083,0,0.7,23.9,0,2,27.8
7084,0,0.7,23.8,0,2.3,27.8
7085,0,0.6,23.8,0,2.6,27.8
7086,0,0.5,23.8,0,2.8,27.9
7087,100,0.6,24.6,0,2.9,27.9
7088,354,0.7,25.5,41,3.1,28
7089,471,0.9,26.5,158,3.2,28
7090,642,1,27.4,496,3.5,28
7091,820,1.1,27.8,429,3.7,28.1
7092,971,1.2,28,584,3.8,28.1
7093,902,1.3,28.1,656,3.8,28
7094,856,1.2,28.1,786,3.7,27.9
7095,692,1,27.9,377,3.6,27.8
7096,445,0.7,27.6,338,3.6,27.8
7097,39,0.5,27.1,176,3.5,27.8
7098,5,0.3,26.5,70,3.3,27.8
7099,0,0.2,26.3,4,3.2,27.8
7100,0,0.2,26.1,0,3.2,27.9
7101,0,0.2,25.7,0,3.1,28
7102,0,0.3,25.3,0,2.9,28
7103,0,0.3,24.9,0,2.8,28.1
7104,0,0.3,24.5,0,2.6,28
7105,0,0.4,24.2,0,2.5,27.9
7106,0,0.5,23.8,0,2.7,27.9
7107,0,0.4,23.5,0,3.1,27.9
7108,0,0.3,23.4,0,3.7,27.9
7109,0,0.3,23.2,0,4.1,28
7110,0,0.3,23,0,4.2,28.2
7111,27,0.5,24,0,4,28.3
7112,136,0.8,25.7,108,3.7,28.4
7113,398,1,27.1,258,3.7,28.4
7114,408,1.1,28.3,421,3.7,28.5
7115,506,1.1,29.1,630,3.9,28.5
7116,408,1.1,29.5,556,3.9,28.5
7117,734,1.2,29.7,479,3.7,28.5
7118,856,1.2,29.4,594,3.5,28.5
7119,690,1.1,29.1,758,3.5,28.5
7120,457,1,28.6,519,3.5,28.5
7121,110,0.9,27.9,118,3.7,28.5
7122,11,0.7,26.7,30,4,28.4
7123,0,0.7,26.1,1,4.2,28.4
7124,0,0.8,25.7,0,4.4,28.4
7125,0,0.9,25.4,0,4.4,28.4
7126,0,0.9,25.1,0,4.2,28.4
7127,0,0.9,24.8,0,3.9,28.3
7128,0,0.8,24.6,0,3.6,28.2
7129,0,0.7,24.4,0,3.5,28.1
7130,0,0.7,24.4,0,3.5,28
7131,0,0.7,24.2,0,3.5,27.9
7132,0,0.7,24,0,3.8,27.8
7133,0,0.8,23.8,0,4.1,27.7
7134,0,0.9,23.6,0,4.5,27.7
7135,33,1,24,0,4.7,27.7
7136,115,1.3,24.7,13,4.9,27.8
7137,180,1.4,25.6,105,5,27.9
7138,264,1.4,26.8,152,5,28
7139,387,1.3,27.8,240,4.9,28.2
7140,418,1,28.3,343,4.5,28.3
7141,542,0.9,28.6,389,3.9,28.3
7142,654,0.8,28.5,672,3.5,28.4
7143,535,0.7,28.3,604,3.2,28.3
7144,472,0.5,28,269,3,28.3
7145,174,0.5,27.5,223,2.9,28.3
7146,13,0.3,26.8,8,2.8,28.3
7147,0,0.2,26.7,1,2.8,28.3
7148,0,0.1,26.6,0,2.8,28.4
7149,0,0.2,26.3,0,2.7,28.5
7150,0,0.2,26,0,2.5,28.6
7151,0,0.2,25.8,0,2.2,28.6
7152,0,0.3,25.4,0,2.1,28.5
7153,0,0.5,25,0,2.1,28.5
7154,0,0.6,24.5,0,2,28.4
7155,0,0.6,24.1,0,1.8,28.3
7156,0,0.7,23.8,0,1.7,28.3
7157,0,0.7,23.5,0,1.8,28.3
7158,0,0.7,23.3,0,2.1,28.3
7159,56,1,24.6,0,2.3,28.3
7160,195,1.2,26.2,19,2.5,28.4
7161,286,1.5,27.6,44,2.8,28.5
7162,666,1.5,28.7,37,3,28.6
7163,917,1.4,29.5,91,3.1,28.7
7164,974,1.2,30.2,194,3,28.7
7165,953,0.9,30.5,564,2.9,28.6
7166,855,0.8,30.6,563,2.8,28.4
7167,689,0.8,30.4,308,2.7,28.3
7168,470,0.8,29.8,211,2.8,28.2
7169,225,0.7,29.1,351,3,28.1
7170,21,0.6,27.8,67,3.1,28.2
7171,0,0.6,27.1,2,3.1,28.2
7172,0,0.6,26.7,0,3.1,28.2
7173,0,0.6,26.3,0,3,28.3
7174,0,0.6,26,0,3,28.2
7175,0,0.6,25.6,0,3.1,28.2
7176,0,0.6,25.3,0,3.3,28.1
7177,0,0.7,25,0,3.5,28
7178,0,0.8,24.7,0,3.5,27.9
7179,0,0.9,24.4,0,3.5,27.8
7180,0,0.9,24.2,0,3.5,27.8
7181,0,1,24.1,0,3.5,27.9
7182,0,1.3,24.1,0,3.3,27.9
7183,114,2,25.2,0,3.2,28
7184,353,2.2,26.7,104,3.1,28.1
7185,590,2.5,28.1,320,3.1,28.1
7186,584,2.6,29.3,535,3.2,28.2
7187,586,2.5,30.2,724,3.2,28.3
7188,974,2.3,30.7,745,3.3,28.4
7189,952,2,30.9,396,3.2,28.4
7190,852,1.7,30.8,435,3.3,28.4
7191,54,1.3,30.6,698,3.4,28.5
7192,25,1.2,30.1,241,3.5,28.5
7193,14,1.1,29.2,21,3.5,28.6
7194,8,0.8,27.8,9,3.4,28.6
7195,0,0.9,27.1,1,3.4,28.6
7196,0,1,26.6,0,3.5,28.7
7197,0,1,26.2,0,3.7,28.7
7198,0,1,25.8,0,4,28.8
7199,0,0.9,25.5,0,4.4,28.9
7200,0,0.8,25.2,0,4.9,28.9
7201,0,0.7,24.9,0,5.4,29
7202,0,0.6,24.6,0,5.9,29
7203,0,0.6,24.3,0,6.3,29
7204,0,0.7,24.1,0,6.8,29.1
7205,0,0.8,24,0,7.1,29.1
7206,0,1,23.9,0,7.3,29.2
7207,117,1.4,24.9,0,7.5,29.3
7208,357,1.6,26.2,32,7.6,29.3
7209,594,2.1,27.8,119,7.5,29.4
7210,789,2.1,29.1,344,7.3,29.4
7211,920,1.9,30.2,514,7,29.5
7212,978,1.6,31,652,6.7,29.5
7213,956,1.3,31.5,783,6.4,29.6
7214,854,1.2,31.7,814,6.1,29.6
7215,686,1.2,31.3,699,5.8,29.6
7216,468,1.1,30.7,534,5.6,29.6
7217,183,1.1,29.6,377,5.7,29.6
7218,16,0.8,27.9,173,5.9,29.6
7219,0,0.9,27,6,6,29.5
7220,0,0.9,26.6,0,6.1,29.5
7221,0,1,26.2,0,6.2,29.5
7222,0,1,25.8,0,6.2,29.5
7223,0,1,25.5,0,6.1,29.4
7224,0,0.8,25.1,0,6.1,29.4
7225,0,0.7,24.7,0,6,29.4
7226,0,0.6,24.6,0,5.8,29.3
7227,0,0.6,24.5,0,5.7,29.2
7228,0,0.7,24.4,0,5.6,29.2
7229,0,0.9,24.4,0,5.6,29.2
7230,0,1,24.4,0,5.7,29.2
7231,112,1.5,25.2,0,5.8,29.3
7232,346,1.8,26.1,79,5.9,29.3
7233,577,2.2,26.9,186,6,29.4
7234,765,2.1,27.5,366,6,29.4
7235,886,1.8,27.9,615,6,29.5
7236,940,1.6,28.3,722,6,29.5
7237,932,1.3,28.6,803,6,29.5
7238,834,1,28.7,741,6,29.4
7239,670,0.8,28.7,608,6,29.4
7240,446,0.7,28.6,494,5.9,29.4
7241,180,0.6,28.1,334,5.9,29.3
7242,15,0.5,27.1,98,5.9,29.3
7243,0,0.5,26.5,4,5.9,29.3
7244,0,0.6,26.2,0,5.9,29.4
7245,0,0.6,26,0,6,29.4
7246,0,0.6,25.8,0,6.1,29.4
7247,0,0.7,25.5,0,6.1,29.4
7248,0,0.7,25.2,0,6.1,29.3
7249,0,0.8,24.9,0,6,29.2
7250,0,0.8,24.6,0,5.8,29.2
7251,0,0.8,24.4,0,5.7,29.1
7252,0,0.8,24.3,0,5.7,29.1
7253,0,0.8,24.3,0,5.9,29.1
7254,0,0.8,24.3,0,6.1,29.1
7255,76,1.5,25.2,0,6.3,29.1
7256,261,1.7,26.4,57,6.5,29.2
7257,447,1.8,27.8,231,6.6,29.2
7258,676,1.7,28.9,468,6.6,29.3
7259,698,1.3,29.5,628,6.5,29.3
7260,714,1,29.9,641,6.4,29.3
7261,785,0.7,30.2,138,6.3,29.2
7262,746,0.6,30,75,6,29.2
7263,600,0.5,29.7,86,5.8,29.2
7264,421,0.5,29.2,41,5.5,29.2
7265,157,0.5,28.6,30,5.3,29.2
7266,14,0.3,27.5,67,5.1,29.2
7267,0,0.4,26.9,3,4.9,29.2
7268,0,0.5,26.6,0,4.9,29.2
7269,0,0.5,26.3,0,4.7,29.2
7270,0,0.5,26,0,4.2,29.2
7271,0,0.5,25.7,0,3.9,29.1
7272,0,0.5,25.4,0,3.9,29.1
7273,0,0.5,25.2,0,4.2,29
7274,0,0.5,25.1,0,4.5,28.9
7275,0,0.4,25,0,4.8,28.9
7276,0,0.5,24.8,0,5.1,28.8
7277,0,0.5,24.7,0,5.3,28.9
7278,0,0.5,24.7,0,5.4,28.9
7279,73,0.6,25.3,0,5.6,28.9
7280,343,0.8,26.1,70,5.8,29
7281,574,0.8,26.7,138,6,29.1
7282,764,0.7,27.2,204,6.1,29.2
7283,887,0.6,27.5,616,6.1,29.2
7284,830,0.7,27.9,599,5.9,29.2
7285,918,0.7,28.1,767,5.7,29.2
7286,834,0.7,28.1,585,5.4,29.2
7287,598,0.5,28.1,268,5,29.3
7288,24,0.4,27.9,82,4.8,29.3
7289,11,0.3,27.6,112,4.5,29.3
7290,2,0.3,26.8,36,4.4,29.3
7291,0,0.3,26.2,2,4.3,29.2
7292,0,0.4,25.9,0,4.4,29.2
7293,0,0.4,25.6,0,4.5,29.2
7294,0,0.4,25.3,0,4.7,29.2
7295,0,0.4,25.1,0,4.9,29.2
7296,0,0.4,25,0,5.1,29.2
7297,0,0.6,24.8,0,5.4,29.1
7298,0,0.8,24.5,0,5.8,29.1
7299,0,0.9,24.4,0,6,29.1
7300,0,0.8,24.3,0,6.1,29.1
7301,0,0.6,24.2,0,6.1,29.1
7302,0,0.5,24.2,0,6.3,29.1
7303,94,0.5,24.9,0,6.4,29.2
7304,339,0.6,25.9,94,6.4,29.2
7305,245,0.6,27.4,288,6.4,29.2
7306,618,0.6,28.7,464,6.3,29.2
7307,774,0.6,29.5,603,6.2,29.2
7308,786,0.5,29.9,699,6.1,29.2
7309,784,0.5,30,665,5.9,29.2
7310,819,0.6,30.1,676,5.7,29.2
7311,435,0.8,30,618,5.6,29.2
7312,158,0.8,29.7,472,5.6,29.2
7313,33,0.6,29.2,227,5.6,29.2
7314,4,0.5,27.9,128,5.6,29.2
7315,0,0.5,27.6,4,5.6,29.2
7316,0,0.4,27.3,0,5.6,29.2
7317,0,0.3,27.1,0,5.5,29.2
7318,0,0.3,26.7,0,5.4,29.1
7319,0,0.3,26.4,0,5.3,29.1
7320,0,0.4,25.9,0,5.2,29.1
7321,0,0.5,25.4,0,5.2,29
7322,0,0.5,25.1,0,5.2,29
7323,0,0.3,25.2,0,5.2,28.9
7324,0,0.2,25,0,5.3,28.9
7325,0,0.3,24.7,0,5.4,28.8
7326,0,0.4,24.5,0,5.5,28.9
7327,88,0.6,25.3,0,5.5,28.9
7328,199,0.5,27.1,94,5.5,28.9
7329,239,0.7,28.1,279,5.4,28.9
7330,569,0.9,28.8,534,5.3,29
7331,606,1.1,29.3,637,5.1,29
7332,417,1.2,29.5,854,4.9,29
7333,295,1.4,29.5,887,4.7,29
7334,355,1.6,29,892,4.6,29
7335,375,1.7,28.5,792,4.5,29.1
7336,261,1.7,27.8,587,4.6,29.1
7337,80,1.3,27,414,4.7,29.1
7338,8,0.8,25.9,179,4.8,29.1
7339,0,0.7,25.4,6,4.9,29.1
7340,0,0.6,25.2,0,5,29
7341,0,0.6,25,0,5.1,29
7342,0,0.6,24.6,0,5.1,29
7343,0,0.6,24.3,0,5.2,29
7344,0,0.7,24.2,0,5.2,28.9
7345,0,0.6,24.1,0,5.2,28.7
7346,0,0.5,24.1,0,5.2,28.6
7347,0,0.5,24,0,5.2,28.5
7348,0,0.6,23.7,0,5.2,28.5
7349,0,0.6,23.6,0,5.2,28.5
7350,0,0.6,23.5,0,5.2,28.5
7351,70,1,24.8,0,5.2,28.6
7352,323,1.1,26.3,90,5.2,28.6
7353,449,1.2,27.7,285,5.1,28.7
7354,763,1.3,28.8,428,5.1,28.8
7355,891,1.3,29.5,430,5.2,28.8
7356,907,1.3,30,626,5.2,29
7357,922,1.3,30.3,547,5.2,29
7358,827,1.2,30.2,560,5.2,29.1
7359,590,1.2,29.9,488,5.1,29.2
7360,330,1.1,29.4,426,5.2,29.2
7361,187,1,28.6,358,5.3,29.1
7362,10,0.7,27.2,151,5.4,29.1
7363,0,0.7,26.5,5,5.5,29
7364,0,0.8,26.2,0,5.6,29
7365,0,0.9,25.9,0,5.7,28.9
7366,0,0.9,25.6,0,5.8,28.9
7367,0,1,25.2,0,5.8,28.9
7368,0,0.9,24.9,0,5.9,28.9
7369,0,0.9,24.6,0,5.9,28.8
7370,0,0.9,24.3,0,6,28.8
7371,0,0.9,24.1,0,6,28.8
7372,0,0.9,23.8,0,6.1,28.8
7373,0,0.8,23.7,0,6,28.8
7374,0,0.9,23.6,0,5.9,28.8
7375,114,1.5,24.8,0,5.8,28.8
7376,352,1.7,26.4,26,5.6,28.8
7377,584,2.1,27.9,76,5.5,28.8
7378,775,2.1,29.1,176,5.4,28.8
7379,904,2.1,30.1,452,5.4,28.9
7380,960,2,30.7,852,5.5,28.9
7381,938,1.8,31,753,5.5,29
7382,841,1.7,30.9,774,5.5,29
7383,675,1.5,30.6,780,5.5,29
7384,458,1.3,30.1,328,5.6,29.1
7385,217,1.2,29,377,5.6,29.1
7386,18,0.9,27.5,172,5.6,29.1
7387,0,1,26.8,3,5.7,29.1
7388,0,1,26.4,0,5.7,29.1
7389,0,1.1,26.1,0,5.8,29.1
7390,0,1.1,25.7,0,5.8,29.1
7391,0,1.1,25.5,0,5.8,29.1
7392,0,1,25.2,0,5.8,29.1
7393,0,1,24.9,0,5.7,29
7394,0,1,24.6,0,5.7,28.9
7395,0,1,24.5,0,5.7,28.8
7396,0,1,24.3,0,5.7,28.7
7397,0,1,24.2,0,5.8,28.7
7398,0,1,24.2,0,5.9,28.8
7399,114,1.5,25.1,0,6,28.9
7400,352,1.9,26.3,84,6,29
7401,586,2.3,27.5,238,6,29.1
7402,779,2.2,28.6,482,6,29.2
7403,912,2.1,29.6,300,6.1,29.3
7404,969,2,30.3,554,6.1,29.4
7405,947,1.9,30.8,443,6.1,29.3
7406,844,1.8,30.9,256,6.1,29.3
7407,678,1.7,30.7,330,6.2,29.3
7408,462,1.5,30.2,109,6.3,29.3
7409,45,1.3,29.2,230,6.2,29.3
7410,4,0.9,27.2,113,6,29.3
7411,0,1,26.3,4,5.9,29.3
7412,0,1.1,25.9,0,5.9,29.3
7413,0,1.1,25.5,0,6,29.3
7414,0,1.1,25.2,0,6.1,29.3
7415,0,1,24.9,0,6.4,29.3
7416,0,1,24.6,0,6.7,29.2
7417,0,0.9,24.3,0,7,29.2
7418,0,0.8,24,0,7.3,29.2
7419,0,0.8,23.7,0,7.6,29.1
7420,0,0.8,23.6,0,7.9,29.2
7421,0,0.9,23.4,0,8.2,29.2
7422,0,0.9,23.4,0,8.4,29.2
7423,115,1.6,24.7,0,8.4,29.2
7424,353,2,26.3,58,8.4,29.3
7425,585,2.4,27.9,288,8.3,29.3
7426,776,2.3,29.2,264,8.2,29.3
7427,892,2.1,30.2,440,8.2,29.3
7428,939,1.7,30.9,472,8.1,29.3
7429,935,1.3,31.1,323,7.9,29.3
7430,837,1,31,370,7.7,29.2
7431,672,0.8,30.6,244,7.5,29.2
7432,437,0.6,30.2,202,7.3,29.2
7433,165,0.6,29.3,132,7.2,29.2
7434,15,0.5,27.9,16,7,29.2
7435,0,0.6,27.1,1,7,29.2
7436,0,0.7,26.8,0,7,29.2
7437,0,0.7,26.5,0,7,29.2
7438,0,0.7,26.1,0,7.1,29.2
7439,0,0.7,25.9,0,7.2,29.2
7440,0,0.7,25.7,0,7.4,29.1
7441,0,0.6,25.5,0,7.5,29.1
7442,0,0.5,25.3,0,7.6,29.1
7443,0,0.6,25.1,0,7.7,29.1
7444,0,0.7,24.9,0,7.8,29.1
7445,0,0.8,24.8,0,7.8,29.1
7446,0,0.9,24.7,0,7.7,29.1
